City_locality,iso3,country,super_region,super_region_name,pm25,sat_2014
Dumbr´è_´è__a,ESP,Spain,1,HighIncome,8,6.80499887466431
Duna´è_´è__jv´è_´è__ros,HUN,Hungary,4,E-Eur/C-Eur/C-Asia,21,21.0640029907227
DUNCAN,CAN,Canada,1,HighIncome,9,3.15200042724609
Dunedin,NZL,New Zealand,1,HighIncome,9,2.48049902915955
DUNKERQUE,FRA,France,1,HighIncome,16,16.0231663386027
DUNZWEILER,DEU,Germany,1,HighIncome,10,16.0520000457764
DURANGO,ESP,Spain,1,HighIncome,13,9.3665018081665
Durgapur,IND,India,3,S-Asia,58,76.6855010986328
"Durham, NC",USA,United States of America,1,HighIncome,8,7.33500194549561
DUZCE,TUR,Turkey,2,N-Afr/MidEast,53,17.6085033416748
"Dyersburg, TN",USA,United States of America,1,HighIncome,9,9.39249992370605
DZIALOSZYN,POL,Poland,4,E-Eur/C-Eur/C-Asia,19,19.1350002288818
DZIERZONIOW,POL,Poland,4,E-Eur/C-Eur/C-Asia,21,20.7455081939697
"East Stroudsburg, PA",USA,United States of America,1,HighIncome,9,7.72600221633911
EASTBOURNE,GBR,United Kingdom,1,HighIncome,15,13.9720039367676
"Eau Claire, WI",USA,United States of America,1,HighIncome,8,7.61600017547607
EBENTHAL,AUT,Austria,1,HighIncome,15,15.1589937210083
ECHEDORO,GRC,Greece,1,HighIncome,10,20.3234996795654
ECHIROLLES,FRA,France,1,HighIncome,15,13.7779979705811
EDINBURGH,GBR,United Kingdom,1,HighIncome,8,7.58299827575684
EDIRNE,TUR,Turkey,2,N-Afr/MidEast,46,20.7229995727539
EDMONTON,CAN,Canada,1,HighIncome,7.5,4.42325079441071
Eerduosi,CHN,China,6,SE-Asia/E-Asia/Oceania,27.8,30.4119956970215
Eilat,ISR,Israel,1,HighIncome,23,25.4589996337891
EINDHOVEN,NLD,Netherlands,1,HighIncome,15.5,16.544753074646
EISENH´è_´è__TTENSTADT,DEU,Germany,1,HighIncome,15,18.0299968719482
EISENSTADT,AUT,Austria,1,HighIncome,19,18.5374984741211
EIVISSA,ESP,Spain,1,HighIncome,12,11.6780004501343
EJIDO (EL),ESP,Spain,1,HighIncome,16,12.2399959564209
"El Centro, CA",USA,United States of America,1,HighIncome,10.3333333333333,6.82049989700317
"El Dorado, AR",USA,United States of America,1,HighIncome,9,8.39550113677979
"El Paso, TX",USA,United States of America,1,HighIncome,9,4.88674926757812
ELAZIG,TUR,Turkey,2,N-Afr/MidEast,27,19.005500793457
ELBLAG,POL,Poland,4,E-Eur/C-Eur/C-Asia,17,19.6454982757568
ELCHE/ELX,ESP,Spain,1,HighIncome,11.5,12.7834973335266
ELCIEGO,ESP,Spain,1,HighIncome,7,9.13750076293945
ELDA,ESP,Spain,1,HighIncome,9,12.389500617981
"Elizabethtown, KY",USA,United States of America,1,HighIncome,10,8.14049911499023
ELK ISLAND,CAN,Canada,1,HighIncome,5,4.19750356674194
"Elkhart-Goshen, IN",USA,United States of America,1,HighIncome,15,9.23800086975098
"Emmetsburg,Palo Alto,IA",USA,United States of America,1,HighIncome,8,7.14400291442871
ENGIS,BEL,Belgium,1,HighIncome,17,15.2254981994629
ENNIS,IRL,Ireland,1,HighIncome,10,6.51599931716919
ENSCHEDE,NLD,Netherlands,1,HighIncome,14,15.8439979553223
Enugu,NGA,Nigeria,7,Sub-Saharan Afr,15,51.273494720459
EPERNAY,FRA,France,1,HighIncome,14,14.627498626709
EPINAL,FRA,France,1,HighIncome,9,15.4570016860962
Erez,ISR,Israel,1,HighIncome,13,36.6180114746094
ERFURT,DEU,Germany,1,HighIncome,17.5,17.9379997253418
"Erie, PA",USA,United States of America,1,HighIncome,11,9.17199993133545
Ermelo,ZAF,South Africa,7,Sub-Saharan Afr,16,8.03350257873535
ERPFINGEN,DEU,Germany,1,HighIncome,9,17.6295032501221
ERZINCAN,TUR,Turkey,2,N-Afr/MidEast,31,17.8770027160645
ERZURUM,TUR,Turkey,2,N-Afr/MidEast,35,18.4085006713867
Escaldes-Engordany,AND,Andorra,1,HighIncome,11,6.60899972915649
ESCAUTPONT,FRA,France,1,HighIncome,12,15.9839992523193
ESCH-SUR-ALZETTE,LUX,Luxembourg,1,HighIncome,16.5,14.5435004234314
ESKISEHIR,TUR,Turkey,2,N-Afr/MidEast,20,19.9680004119873
ESSEN,DEU,Germany,1,HighIncome,18,17.4007511138916
ESTE,ITA,Italy,1,HighIncome,18,29.4769954681396
Esztergom,HUN,Hungary,4,E-Eur/C-Eur/C-Asia,17,20.0429992675781
"Eugene-Springfield, OR",USA,United States of America,1,HighIncome,7.4,3.22030053138733
"Eureka-Arcata-Fortuna, CA",USA,United States of America,1,HighIncome,4,3.0567489862442
"Evansville, IN-KY",USA,United States of America,1,HighIncome,11.25,9.51812386512756
EVERGEM,BEL,Belgium,1,HighIncome,19,16.5659999847412
EVREUX,FRA,France,1,HighIncome,11,12.9739999771118
F´è_´è__RSTENFELD,AUT,Austria,1,HighIncome,19,15.6379976272583
F´è_´è__RTH/ODENWALD,DEU,Germany,1,HighIncome,10,18.1995010375977
F´è_´è__s,MAR,Morocco,2,N-Afr/MidEast,17,16.691499710083
FABERO,ESP,Spain,1,HighIncome,11,7.64949989318848
FAENZA,ITA,Italy,1,HighIncome,15,25.9699993133545
"Fairbanks, AK",USA,United States of America,1,HighIncome,10,16.6965026855469
"Fairmont, WV",USA,United States of America,1,HighIncome,10,7.09449911117554
"Fargo, ND-MN",USA,United States of America,1,HighIncome,5,5.5310001373291
Faridabad,IND,India,3,S-Asia,98,86.0320053100586
"Farmington, NM",USA,United States of America,1,HighIncome,4,3.42750096321106
Faro,PRT,Portugal,1,HighIncome,11,10.5979976654053
"Fayetteville-Springdale-Rogers, AR-MO",USA,United States of America,1,HighIncome,9,7.39149904251099
"Fayetteville, NC",USA,United States of America,1,HighIncome,9,8.11399841308594
FELDKIRCH,AUT,Austria,1,HighIncome,17,15.3529977798462
FELTRE,ITA,Italy,1,HighIncome,22,20.9989986419678
FERENTINO,ITA,Italy,1,HighIncome,23,15.7819986343384
FERME NEUVE,CAN,Canada,1,HighIncome,5,3.83100008964539
FERNO,ITA,Italy,1,HighIncome,22,29.0354995727539
FERRARA,ITA,Italy,1,HighIncome,20,29.0494995117188
FERROL,ESP,Spain,1,HighIncome,10.5,8.86400032043457
FEYZIN,FRA,France,1,HighIncome,14,13.5900020599365
FIORANO MODENESE,ITA,Italy,1,HighIncome,22,30.6374969482422
FIRENZE,ITA,Italy,1,HighIncome,16,24.9955081939697
Firozabad,IND,India,3,S-Asia,113.333333333333,78.0250015258789
FLENSBURG,DEU,Germany,1,HighIncome,13,13.560001373291
FLEVILLE-DEVANT-NANCY,FRA,France,1,HighIncome,11,16.2150020599365
FLIN FLON,CAN,Canada,1,HighIncome,5,3.32099914550781
"Flint, MI",USA,United States of America,1,HighIncome,9,9.05249977111816
FLORANGE,FRA,France,1,HighIncome,16,15.625
"Florence-Muscle Shoals, AL",USA,United States of America,1,HighIncome,9,8.4330005645752
"Florence, SC",USA,United States of America,1,HighIncome,9,8.29699993133545
FOGGIA,ITA,Italy,1,HighIncome,15,17.0040054321289
FOLIGNO,ITA,Italy,1,HighIncome,19,19.794994354248
FONTAINE,FRA,France,1,HighIncome,13,12.9219999313354
FONTAINEBLEAU,FRA,France,1,HighIncome,9,14.2815017700195
FONTECHIARI,ITA,Italy,1,HighIncome,14,15.066502571106
FORBACH,FRA,France,1,HighIncome,16,16.295503616333
FORLI',ITA,Italy,1,HighIncome,16.5,27.4964981079102
"Fort Collins-Loveland, CO",USA,United States of America,1,HighIncome,7,4.11500072479248
FORT MACKAY,CAN,Canada,1,HighIncome,6,4.4404993057251
"Fort Madison-Keokuk, IA-MO",USA,United States of America,1,HighIncome,11,8.12000274658203
FORT MCMURRAY,CAN,Canada,1,HighIncome,6.5,4.36124920845032
FORT SASKATCHEWAN,CAN,Canada,1,HighIncome,7,4.34350204467773
"Fort Smith, AR-OK",USA,United States of America,1,HighIncome,9,7.11250019073486
FORT ST. JOHN,CAN,Canada,1,HighIncome,10,3.14849781990051
"Fort Wayne, IN",USA,United States of America,1,HighIncome,11.5,10.2627501487732
FORT-DE-FRANCE,FRA,France,1,HighIncome,11.5,4.35000419616699
FOS-SUR-MER,FRA,France,1,HighIncome,16,11.755500793457
Foshan,CHN,China,6,SE-Asia/E-Asia/Oceania,44.125,57.8757452964783
FRANCAVILLA FONTANA,ITA,Italy,1,HighIncome,22,16.1920013427734
FRANKFURT,DEU,Germany,1,HighIncome,18.5,18.1692504882812
FRANKFURT A. MAIN,DEU,Germany,1,HighIncome,16,18.2595024108887
FREDERICTON,CAN,Canada,1,HighIncome,4,3.66749978065491
FREDRIKSTAD,NOR,Norway,1,HighIncome,13,6.27049827575684
FREIBERG,DEU,Germany,1,HighIncome,15,19.0030002593994
FREIBURG,DEU,Germany,1,HighIncome,13,17.5975017547607
FREMAINVILLE,FRA,France,1,HighIncome,11,14.0465002059937
"Fresno, CA",USA,United States of America,1,HighIncome,15,8.67399946848551
FRIEDRICHSHAFEN,DEU,Germany,1,HighIncome,13,16.8990001678467
FROLOIS,FRA,France,1,HighIncome,13,16.2050018310547
FROSINONE,ITA,Italy,1,HighIncome,32,16.1330032348633
FROSSAY,FRA,France,1,HighIncome,10,10.592999458313
FRYDEK-MISTEK,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,28,21.4219989776611
FUENLABRADA,ESP,Spain,1,HighIncome,10,9.28999900817871
Fukuoka city,JPN,Japan,1,HighIncome,18.75,21.1603779792786
Fushun,CHN,China,6,SE-Asia/E-Asia/Oceania,53,47.9859167734782
Fuyang,CHN,China,6,SE-Asia/E-Asia/Oceania,59.5,59.7599868774414
Fuzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,31.3333333333333,27.630168279012
G_HLEN,DEU,Germany,1,HighIncome,11,15.1874971389771
G_nserndorf,AUT,Austria,1,HighIncome,15,20.3840026855469
G_RLITZ,DEU,Germany,1,HighIncome,18,19.5860004425049
G_teborg,SWE,Sweden,1,HighIncome,7,8.92099761962891
G_TEBORG,SWE,Sweden,1,HighIncome,5.5,9.17949914932251
GAILLARD,FRA,France,1,HighIncome,11,14.429500579834
"Gainesville, GA",USA,United States of America,1,HighIncome,9,8.38750076293945
GAJEW,POL,Poland,4,E-Eur/C-Eur/C-Asia,18,23.3209991455078
Galabovo,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,25,21.733003616333
GALATI,ROU,Romania,4,E-Eur/C-Eur/C-Asia,11,23.9790019989014
GALATINA,ITA,Italy,1,HighIncome,16,17.9479961395264
GALILEA,ESP,Spain,1,HighIncome,8,8.1924991607666
Galway,IRL,Ireland,1,HighIncome,11,5.86149883270264
GALWAY,IRL,Ireland,1,HighIncome,14,5.86149883270264
GANDIA,ESP,Spain,1,HighIncome,10,13.6319999694824
GANDRANGE,FRA,France,1,HighIncome,13,15.6844997406006
Gangwon,KOR,Republic of Korea,1,HighIncome,26,30.3920021057129
GAP,FRA,France,1,HighIncome,12.5,10.6425008773804
GARDANNE,FRA,France,1,HighIncome,14,10.6794967651367
"Gardnerville Ranchos, NV",USA,United States of America,1,HighIncome,8,4.00899982452393
GATINEAU,CAN,Canada,1,HighIncome,9,5.40749883651733
GAZIANTEP,TUR,Turkey,2,N-Afr/MidEast,67,23.5975017547607
Gazipur,BGD,Bangladesh,3,S-Asia,89,56.6120071411133
GDANSK,POL,Poland,4,E-Eur/C-Eur/C-Asia,14.5,18.4477484226227
GDYNIA,POL,Poland,4,E-Eur/C-Eur/C-Asia,12,17.3210000991821
Gedera,ISR,Israel,1,HighIncome,21,34.8250007629395
Geelong,AUS,Australia,1,HighIncome,7.507529557,2.95099759101868
GEHLBERG,DEU,Germany,1,HighIncome,8,17.5765018463135
GELSENKIRCHEN,DEU,Germany,1,HighIncome,18,17.6110038757324
GENAS,FRA,France,1,HighIncome,13,15.0790042877197
GENEVE,CHE,Switzerland,1,HighIncome,12.5,14.5537505149841
GENK,BEL,Belgium,1,HighIncome,17,16.4900016784668
GENNEVILLIERS,FRA,France,1,HighIncome,14,15.3240013122559
GENOVA,ITA,Italy,1,HighIncome,12.25,24.4323735237122
GENT,BEL,Belgium,1,HighIncome,19,16.3005015055339
GERA,DEU,Germany,1,HighIncome,14,18.0960006713867
Geraldine,NZL,New Zealand,1,HighIncome,10,3.18550109863281
Geraldton,AUS,Australia,1,HighIncome,9.566737664,4.33249950408936
GETAFE,ESP,Spain,1,HighIncome,12,10.2849988937378
GHARB,MLT,Malta,1,HighIncome,11,17.3875007629395
GIANO DELL'UMBRIA,ITA,Italy,1,HighIncome,6,17.955005645752
GIBRALTAR,GBR,United Kingdom,1,HighIncome,12.5,12.0089998245239
Gifu city,JPN,Japan,1,HighIncome,14,15.1499967575073
GIJ´è_´è__N,ESP,Spain,1,HighIncome,12,8.63249988555908
"Gillette, WY",USA,United States of America,1,HighIncome,4.66666666666667,3.89633337656657
Girardota,COL,Colombia,5,LatAm/Carib,20.5,4.70450162887573
GIRESUN,TUR,Turkey,2,N-Afr/MidEast,7,15.3835010528564
GIURGIU,ROU,Romania,4,E-Eur/C-Eur/C-Asia,23,25.0014934539795
Givataim (Tel Aviv),ISR,Israel,1,HighIncome,21,33.0315055847168
Gladstone,AUS,Australia,1,HighIncome,4.95,2.70199900865555
GLASGOW,GBR,United Kingdom,1,HighIncome,16,6.55950021743774
GLAUCHAU,DEU,Germany,1,HighIncome,15,17.8135070800781
GLIWICE,POL,Poland,4,E-Eur/C-Eur/C-Asia,35,23.3514995574951
GLOGOW,POL,Poland,4,E-Eur/C-Eur/C-Asia,23,19.243501663208
GNIEZNO,POL,Poland,4,E-Eur/C-Eur/C-Asia,24,21.3170070648193
Gobindgarh,IND,India,3,S-Asia,107.666666666667,74.9834976196289
GODOW,POL,Poland,4,E-Eur/C-Eur/C-Asia,38,22.3769969940186
GOETTINGEN,DEU,Germany,1,HighIncome,11,17.4725017547607
Golaghat,IND,India,3,S-Asia,29,45.1314888000488
GOLDAP,POL,Poland,4,E-Eur/C-Eur/C-Asia,17,18.5804996490479
"Goldsboro, NC",USA,United States of America,1,HighIncome,12,7.95500040054321
GONESSE,FRA,France,1,HighIncome,14,15.2945022583008
"Gordon,Wilkinson,GA",USA,United States of America,1,HighIncome,11,8.61449909210205
Gore,NZL,New Zealand,1,HighIncome,11,2.75
GORIZIA,ITA,Italy,1,HighIncome,15,18.1919994354248
GORLICE,POL,Poland,4,E-Eur/C-Eur/C-Asia,23,19.4265003204346
GORNA ORIAHOVICA,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,30,22.7549991607666
GORZOW WLKP.,POL,Poland,4,E-Eur/C-Eur/C-Asia,19,17.6665000915527
GRANADILLA DE ABONA,ESP,Spain,1,HighIncome,9,11.6718320846558
GRAND BEND,CAN,Canada,1,HighIncome,7,8.05849933624268
GRAND FALLS - WINDSOR,CAN,Canada,1,HighIncome,5,2.4499979019165
"Grand Island, NE",USA,United States of America,1,HighIncome,7,5.73450136184692
"Grand Junction, CO",USA,United States of America,1,HighIncome,7,3.36350059509277
"Grand Rapids-Wyoming, MI",USA,United States of America,1,HighIncome,10,8.05500030517578
GRAND-COURONNE,FRA,France,1,HighIncome,12,13.7774991989136
GRANDE PRAIRIE,CAN,Canada,1,HighIncome,6,3.27049899101257
GRANDE-SYNTHE,FRA,France,1,HighIncome,17,15.2479982376099
GRANGEMOUTH,GBR,United Kingdom,1,HighIncome,9,7.15949821472168
GRANICA,POL,Poland,4,E-Eur/C-Eur/C-Asia,16,23.6559982299805
"Grants Pass, OR",USA,United States of America,1,HighIncome,7,3.18200039863586
"Gravata´è_´è__, REGI´è_´è__O METROPOLITANA DE PORTO ALEGRE",BRA,Brazil,5,LatAm/Carib,7,5.45799970626831
GRAVELINES,FRA,France,1,HighIncome,13,16.6364974975586
GRAZ,AUT,Austria,1,HighIncome,19.6,14.6690053939819
Greater Cairo,EGY,Egypt,2,N-Afr/MidEast,77,39.888484954834
"Greeley, CO",USA,United States of America,1,HighIncome,8,4.23400020599365
"Green Bay, WI",USA,United States of America,1,HighIncome,9,6.85200071334839
"Greensboro-High Point, NC",USA,United States of America,1,HighIncome,8.5,7.21525096893311
"Greenville-Mauldin-Easley, SC",USA,United States of America,1,HighIncome,9,7.55950117111206
"Greenville, NC",USA,United States of America,1,HighIncome,8,7.90600109100342
GRENOBLE,FRA,France,1,HighIncome,14.5,13.7779979705811
GRONINGEN,NLD,Netherlands,1,HighIncome,13,14.6042499542236
GROSSENZERSDORF,AUT,Austria,1,HighIncome,18,19.3365001678467
GROSSETO,ITA,Italy,1,HighIncome,11,16.1554946899414
GROTTAGLIE,ITA,Italy,1,HighIncome,12,17.1759967803955
GRUDZIADZ,POL,Poland,4,E-Eur/C-Eur/C-Asia,23,20.9115009307861
Guadalajara,MEX,Mexico,5,LatAm/Carib,19,7.1399998664856
GUADALAJARA,ESP,Spain,1,HighIncome,10,9.42000007629395
GUADALIX DE LA SIERRA,ESP,Spain,1,HighIncome,8,9.09250259399414
GUAGNANO,ITA,Italy,1,HighIncome,18,16.5069980621338
Guangzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,47.7272727272727,56.9193548722701
GUARDO,ESP,Spain,1,HighIncome,12,8.03600025177002
GUASTALLA,ITA,Italy,1,HighIncome,21,32.0259971618652
Guatemala,GTM,Guatemala,5,LatAm/Carib,40.875,9.63050091266632
GUBBIO,ITA,Italy,1,HighIncome,12.25,20.062873840332
GUELPH,CAN,Canada,1,HighIncome,8,7.92399978637695
GUERET,FRA,France,1,HighIncome,9,10.2574996948242
GUIDONIA MONTECELIO,ITA,Italy,1,HighIncome,16,16.6525039672852
Guilin,CHN,China,6,SE-Asia/E-Asia/Oceania,55.25,52.1706256866455
GUIPRY,FRA,France,1,HighIncome,10,11.4719982147217
Guiyang,CHN,China,6,SE-Asia/E-Asia/Oceania,48.6,39.925248336792
"Gulfport-Biloxi, MS",USA,United States of America,1,HighIncome,9,7.24325037002563
GUMUSHANE,TUR,Turkey,2,N-Afr/MidEast,43,16.3105030059814
Guntur,IND,India,3,S-Asia,40,45.9144973754883
Gush Ezion,ISR,Israel,1,HighIncome,15,32.5149917602539
Guwahati,IND,India,3,S-Asia,49.1666666666667,49.5199966430664
Gvar'am,ISR,Israel,1,HighIncome,17,34.0585021972656
Gwalior,IND,India,3,S-Asia,176,61.2514953613281
Gwangju,KOR,Republic of Korea,1,HighIncome,21,28.0149917602539
Gyeongbuk,KOR,Republic of Korea,1,HighIncome,25,29.2325000762939
Gyeonggi,KOR,Republic of Korea,1,HighIncome,28,34.8175010681152
Gyeongnam,KOR,Republic of Korea,1,HighIncome,25,29.2714996337891
Gyor,HUN,Hungary,4,E-Eur/C-Eur/C-Asia,15,19.9445037841797
H_CHST,AUT,Austria,1,HighIncome,16,16.9890003204346
H´è_´è__RTH,DEU,Germany,1,HighIncome,17,16.2184982299805
HABAY LA NEUVE,BEL,Belgium,1,HighIncome,11,13.7575035095215
Hachioji city,JPN,Japan,1,HighIncome,12.5,14.3232526779175
Hadera,ISR,Israel,1,HighIncome,16.5,32.4120025634766
HAFNARFJORDUR,ISL,Iceland,1,HighIncome,4,3.12850069999695
"Hagerstown-Martinsburg, MD-WV",USA,United States of America,1,HighIncome,9.5,8.21825075149536
Haifa,ISR,Israel,1,HighIncome,14.3636363636364,28.7289557023482
Haikou,CHN,China,6,SE-Asia/E-Asia/Oceania,22,28.5496006011963
Haimen,CHN,China,6,SE-Asia/E-Asia/Oceania,51,80.5099868774414
HAKKARI,TUR,Turkey,2,N-Afr/MidEast,68,22.3769969940186
HALIFAX,CAN,Canada,1,HighIncome,5,3.40949773788452
HALL IN TIROL,AUT,Austria,1,HighIncome,18,12.7885036468506
HALLEIN,AUT,Austria,1,HighIncome,18,13.9034986495972
HALMSTAD,SWE,Sweden,1,HighIncome,5,11.0090017318726
Hamad Town,BHR,Bahrain,2,N-Afr/MidEast,66,60.8074951171875
Hamadan,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,47,26.423999786377
HAMBURG,DEU,Germany,1,HighIncome,13.1428571428571,16.1348582676479
Hamilton,NZL,New Zealand,1,HighIncome,6,2.48049902915955
HAMILTON,CAN,Canada,1,HighIncome,9.5,8.36550045013428
"Hamilton,Ravalli,MT",USA,United States of America,1,HighIncome,8,2.97599911689758
"Hammond, LA",USA,United States of America,1,HighIncome,8,7.73049974441528
HANAU,DEU,Germany,1,HighIncome,15,18.3444976806641
Handan,CHN,China,6,SE-Asia/E-Asia/Oceania,111.75,89.8501377105713
HANDLOVA,SVK,Slovakia,4,E-Eur/C-Eur/C-Asia,16,19.901496887207
"Hanford-Corcoran, CA",USA,United States of America,1,HighIncome,16.5,9.02250003814697
Hangzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,60.6363636363636,69.2758612199263
Harbin,CHN,China,6,SE-Asia/E-Asia/Oceania,71,50.5200036366781
Harjavalta,FIN,Finland,1,HighIncome,7,8.96749973297119
"Harriman, TN",USA,United States of America,1,HighIncome,9,6.96449995040894
"Harrisburg-Carlisle, PA",USA,United States of America,1,HighIncome,10,8.61399745941162
"Harrisonburg, VA",USA,United States of America,1,HighIncome,9,6.88300132751465
HARTBERG,AUT,Austria,1,HighIncome,17,14.9384994506836
Hartebeespoort,ZAF,South Africa,7,Sub-Saharan Afr,60,9.78549766540527
"Hartford-West Hartford-East Hartford, CT",USA,United States of America,1,HighIncome,7.5,7.60300064086914
HASKOVO,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,32,23.3549919128418
Hassan,IND,India,3,S-Asia,19,22.7920036315918
HASSELT,BEL,Belgium,1,HighIncome,18,16.7584991455078
Hastings,NZL,New Zealand,1,HighIncome,7,2.57650327682495
HATAY,TUR,Turkey,2,N-Afr/MidEast,28.5,20.7982501983643
"Hattiesburg, MS",USA,United States of America,1,HighIncome,10,8.24149703979492
HATTINGEN,DEU,Germany,1,HighIncome,14,16.7569999694824
HAVIROV,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,33,21.5049991607666
Hawkes Bay,NZL,New Zealand,1,HighIncome,9,2.65099763870239
HAYANGE,FRA,France,1,HighIncome,12,14.6585054397583
"Hazard,Perry,KY",USA,United States of America,1,HighIncome,8,6.32849979400635
HEERLEN,NLD,Netherlands,1,HighIncome,15,15.0555038452148
Hefei,CHN,China,6,SE-Asia/E-Asia/Oceania,78.6,80.3598480224609
HEIDELBERG,DEU,Germany,1,HighIncome,14,19.8915023803711
HEITERWANG,AUT,Austria,1,HighIncome,10,13.1174974441528
"Helena, MT",USA,United States of America,1,HighIncome,5.5,2.93824946880341
Helsinki,FIN,Finland,1,HighIncome,8.66666666666667,10.0620002746582
HEMING,FRA,France,1,HighIncome,14,16.4630012512207
Hengshui,CHN,China,6,SE-Asia/E-Asia/Oceania,106.666666666667,101.819480895996
HERDORF,DEU,Germany,1,HighIncome,9,15.9274988174438
Heredia,CRI,Costa Rica,5,LatAm/Carib,29,4.09650135040283
Hern´è_´è__dszurdok,HUN,Hungary,4,E-Eur/C-Eur/C-Asia,18,20.3880004882812
HERNANI,ESP,Spain,1,HighIncome,8,8.13750076293945
HERSTAL,BEL,Belgium,1,HighIncome,13,15.6135034561157
Heyuan,CHN,China,6,SE-Asia/E-Asia/Oceania,40,41.6779975891113
Heze,CHN,China,6,SE-Asia/E-Asia/Oceania,60,102.070518493652
"Hickory-Lenoir-Morganton, NC",USA,United States of America,1,HighIncome,9,7.12999820709229
Hidd,BHR,Bahrain,2,N-Afr/MidEast,41,58.8364906311035
"Hilo, HI",USA,United States of America,1,HighIncome,7.75,4.25199997425079
HILVERSUM,NLD,Netherlands,1,HighIncome,14,16.0294990539551
HIMBERG,AUT,Austria,1,HighIncome,17,18.5324974060059
HNUSTA,SVK,Slovakia,4,E-Eur/C-Eur/C-Asia,18,18.4755020141602
"Hobart, Tasmania",AUS,Australia,1,HighIncome,6.1,2.4499979019165
HOBOKEN,BEL,Belgium,1,HighIncome,18,16.7799987792969
HOEK VAN HOLLAND,NLD,Netherlands,1,HighIncome,13,18.753002166748
HOEVENEN,BEL,Belgium,1,HighIncome,18,16.1009960174561
Hohhot,CHN,China,6,SE-Asia/E-Asia/Oceania,42.875,28.6770613193512
Holon (Tel Aviv),ISR,Israel,1,HighIncome,18,33.7589988708496
Hong Kong,CHN,China,6,SE-Asia/E-Asia/Oceania,29.4666666666667,38.8506019592285
"Honolulu, HI",USA,United States of America,1,HighIncome,4.33333333333333,4.03733062744141
HOOFDDORP,NLD,Netherlands,1,HighIncome,14,15.1540002822876
HOPE,CAN,Canada,1,HighIncome,5,3.07149958610535
HORNAING,FRA,France,1,HighIncome,13,16.0205001831055
HORTENKOPF,DEU,Germany,1,HighIncome,8,16.820499420166
"Hot Springs, AR",USA,United States of America,1,HighIncome,9,8.22949981689453
"Houma-Bayou Cane-Thibodaux, LA",USA,United States of America,1,HighIncome,8,7.99799966812134
HOUSTON,CAN,Canada,1,HighIncome,9,3.20599794387817
"Houston-Sugar Land-Baytown, TX",USA,United States of America,1,HighIncome,10.2,6.89580078125
Howrah,IND,India,3,S-Asia,100,80.0050048828125
HRADEC KRALOVE,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,21.5,20.5182476043701
HRASTNIK,SVN,Slovenia,4,E-Eur/C-Eur/C-Asia,18,15.7565002441406
Hsinchu,CHN,China,6,SE-Asia/E-Asia/Oceania,21.6666666666667,13.1808344523112
Huai'an,CHN,China,6,SE-Asia/E-Asia/Oceania,65,84.8740112304688
Hualien,CHN,China,6,SE-Asia/E-Asia/Oceania,12,6.54300117492676
Huasco,CHL,Chile,1,HighIncome,11,3.54600071907043
HUELVA,ESP,Spain,1,HighIncome,13.6666666666667,10.8320007324219
HUESCA,ESP,Spain,1,HighIncome,6,7.50299882888794
Huizhou,CHN,China,6,SE-Asia/E-Asia/Oceania,34.6,42.1743995666504
HULL,GBR,United Kingdom,1,HighIncome,12,10.9814987182617
Huludao,CHN,China,6,SE-Asia/E-Asia/Oceania,55.5,45.5012559890747
HUMENNE,SVK,Slovakia,4,E-Eur/C-Eur/C-Asia,18,20.0550022125244
"Huntington-Ashland, WV-KY-OH",USA,United States of America,1,HighIncome,8.66666666666667,7.56883398691813
"Huntsville, AL",USA,United States of America,1,HighIncome,9,8.27999973297119
HUSI,ROU,Romania,4,E-Eur/C-Eur/C-Asia,19,22.1404972076416
Huzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,62.6666666666667,78.7629928588867
Hyderabad,IND,India,3,S-Asia,59,37.9670066833496
Hydrabad,IND,India,3,S-Asia,42.4,37.528491973877
HYERES,FRA,France,1,HighIncome,12,10.7089977264404
Hyvink__,FIN,Finland,1,HighIncome,8,9.92949962615967
IASI,ROU,Romania,4,E-Eur/C-Eur/C-Asia,23.3333333333333,23.1855030059814
Ibarra,ECU,Ecuador,5,LatAm/Carib,9,3.3555006980896
ICEL,TUR,Turkey,2,N-Afr/MidEast,33,27.3394927978516
IFS,FRA,France,1,HighIncome,13,12.0580005645752
IGDIR,TUR,Turkey,2,N-Afr/MidEast,54,23.7315044403076
IJMUIDEN,NLD,Netherlands,1,HighIncome,16,15.2244987487793
Ile-Ife,NGA,Nigeria,7,Sub-Saharan Afr,26,51.2705078125
ILLESCAS,ESP,Spain,1,HighIncome,14,9.34949970245361
Imatra,FIN,Finland,1,HighIncome,7,10.4363333384196
IMOLA,ITA,Italy,1,HighIncome,15,27.9095039367676
IMST,AUT,Austria,1,HighIncome,13,12.3124990463257
Incheon,KOR,Republic of Korea,1,HighIncome,25,35.330493927002
"Indianapolis-Carmel, IN",USA,United States of America,1,HighIncome,11.8,10.0720979690552
